0.05,0.07,0.09,0.08
0.05,0.17,0.36,0.07
1.91,1.89,1.9,1.9
3.85,3.79,3.85,3.86
5.84,5.75,5.83,5.86
7.88,7.74,7.87,7.89
9.9,9.71,9.9,9.94
11.94,11.7,11.94,11.99
13.99,13.7,14.28,14.04
16.02,15.68,16.01,16.08
18.06,17.67,18.1,18.12
20.1,19.62,20.1,20.2
22,21.5,21.9,22.1
23.7,23.4,23.5,23.9
25.2,25,24.7,25.6
26.3,26.2,25.6,26.9
27.1,26.9,26.4,27.9
27.6,27.6,26.8,28.4
27.6,27.4,26.9,28.4
27,26.9,26.5,27.8
25.2,25.4,25.1,25.9
20.1,20.9,20.7,20.6
15.03,14.5,15.41,15.18
0,0,0,0
