Pin Order,Pin Label,Pin Number,Pin Type,Side,Inverted
L1,I/0_1,A4,BI,2,FALSE
L2,I/0_2,A5,BI,2,FALSE
L3,I/0_3,A6,BI,2,FALSE
L4,I/0_4,A7,BI,2,FALSE
L5,I/0_5,B3,BI,2,FALSE
L6,I/0_6,B4,BI,2,FALSE
L7,I/0_7,B5,BI,2,FALSE
L8,I/0_8,B7,BI,2,FALSE
L9,I/0_9,B8,BI,2,FALSE
L10,I/0_10,C1,BI,2,FALSE
L11,I/0_11,C2,BI,2,FALSE
L12,I/0_12,C3,BI,2,FALSE
L13,I/0_13,E8,BI,2,FALSE
L14,I/0_14,F6,BI,2,FALSE
L15,I/0_15,F7,BI,2,FALSE
L16,I/0_16,G6,BI,2,FALSE
L17,VREFB8AN0,C7,IN,2,FALSE
