Pin Order,Pin Label,Pin Number,Pin Type,Side,Inverted
L1,VCCA_FPLL1,H3,POWER,2,FALSE
L2,VCCA_FPLL2,N5,POWER,2,FALSE
L3,VCCA_FPLL3,F5,POWER,2,FALSE
L4,VCCA_FPLL4,N15,POWER,2,FALSE
L5,VCCA_FPLL5,F15,POWER,2,FALSE
