Pin Order,Pin Label,Pin Number,Pin Type,Side,Inverted
L1,I/0_1,P10,BI,2,FALSE
L2,I/0_2,P9,BI,2,FALSE
L3,I/0_3,R11,BI,2,FALSE
L4,I/0_4,R9,BI,2,FALSE
L5,I/0_5,T11,BI,2,FALSE
L6,I/0_6,T4,BI,2,FALSE
L7,I/0_7,T5,BI,2,FALSE
L8,I/0_8,T9,BI,2,FALSE
L9,I/0_9,U4,BI,2,FALSE
L10,I/0_10,U5,BI,2,FALSE
L11,I/0_11,U8,BI,2,FALSE
L12,I/0_12,U9,BI,2,FALSE
L13,I/0_13,V10,BI,2,FALSE
L14,I/0_14,V6,BI,2,FALSE
L15,I/0_15,V7,BI,2,FALSE
L16,I/0_16,V8,BI,2,FALSE
L17,VREFB3BN0,U10,IN,2,FALSE
